time,cell_id,cell_type,substrate,fba_reaction,flux_lb,flux_value,concentration_mM
290,8,zone_3,oxygen,r0855,-19.6355,-3.74346e-12,26.9353
290,4,zone_2,glucose,r1032,-9.06666,4.11793e-12,4.85708
290,4,zone_2,oxygen,r0855,-19.6613,-3.74346e-12,29.0228
290,4,zone_2,glucose,r1032,-9.06666,4.11793e-12,4.85708
290,4,zone_2,oxygen,r0855,-19.6613,-3.74346e-12,29.0228
290,0,zone_1,glucose,r1032,-9.06666,4.11793e-12,4.85708
290,0,zone_1,oxygen,r0855,-19.6659,-3.74346e-12,29.4274
290,0,zone_1,glucose,r1032,-9.06666,4.11793e-12,4.85708
290,0,zone_1,oxygen,r0855,-19.6659,-3.74346e-12,29.4274
290,5,zone_2,glucose,r1032,-9.06666,4.11793e-12,4.85708
290,5,zone_2,oxygen,r0855,-19.6609,-3.74346e-12,28.9907
290,5,zone_2,glucose,r1032,-9.06666,4.11793e-12,4.85708
290,5,zone_2,oxygen,r0855,-19.6609,-3.74346e-12,28.9907
290,1,zone_1,glucose,r1032,-9.06666,4.11793e-12,4.85708
290,1,zone_1,oxygen,r0855,-19.6659,-3.74346e-12,29.4274
290,1,zone_1,glucose,r1032,-9.06666,4.11793e-12,4.85708
290,1,zone_1,oxygen,r0855,-19.6659,-3.74346e-12,29.4274
290,6,zone_3,glucose,r1032,-9.06666,4.11793e-12,4.85708
290,6,zone_3,oxygen,r0855,-19.6391,-3.74346e-12,27.2108
290,6,zone_3,glucose,r1032,-9.06666,4.11793e-12,4.85708
290,6,zone_3,oxygen,r0855,-19.6391,-3.74346e-12,27.2108
290,2,zone_1,glucose,r1032,-9.06666,4.11793e-12,4.85708
290,2,zone_1,oxygen,r0855,-19.6655,-3.74346e-12,29.3948
290,7,zone_3,glucose,r1032,-9.06666,4.11793e-12,4.85708
290,7,zone_3,oxygen,r0855,-19.637,-3.74346e-12,27.0497
290,2,zone_1,glucose,r1032,-9.06666,4.11793e-12,4.85708
290,2,zone_1,oxygen,r0855,-19.6655,-3.74346e-12,29.3948
290,7,zone_3,glucose,r1032,-9.06666,4.11793e-12,4.85708
290,7,zone_3,oxygen,r0855,-19.637,-3.74346e-12,27.0497
290,3,zone_2,glucose,r1032,-9.06666,4.11793e-12,4.85708
290,3,zone_2,oxygen,r0855,-19.6617,-3.74346e-12,29.0624
290,3,zone_2,glucose,r1032,-9.06666,4.11793e-12,4.85708
290,3,zone_2,oxygen,r0855,-19.6617,-3.74346e-12,29.0624
292,4,zone_2,glucose,r1032,-9.06649,4.11793e-12,4.85611
292,4,zone_2,oxygen,r0855,-19.6605,-3.74346e-12,28.951
292,4,zone_2,glucose,r1032,-9.06649,4.11793e-12,4.85611
292,4,zone_2,oxygen,r0855,-19.6605,-3.74346e-12,28.951
292,0,zone_1,glucose,r1032,-9.06649,4.11793e-12,4.85611
292,0,zone_1,oxygen,r0855,-19.6651,-3.74346e-12,29.3554
292,0,zone_1,glucose,r1032,-9.06649,4.11793e-12,4.85611
292,0,zone_1,oxygen,r0855,-19.6651,-3.74346e-12,29.3554
292,8,zone_3,glucose,r1032,-9.06649,4.11793e-12,4.85611
292,8,zone_3,oxygen,r0855,-19.6346,-3.74346e-12,26.8676
292,8,zone_3,glucose,r1032,-9.06649,4.11793e-12,4.85611
292,8,zone_3,oxygen,r0855,-19.6346,-3.74346e-12,26.8676
292,1,zone_1,glucose,r1032,-9.06649,4.11793e-12,4.85611
292,1,zone_1,oxygen,r0855,-19.6651,-3.74346e-12,29.3554
292,1,zone_1,glucose,r1032,-9.06649,4.11793e-12,4.85611
292,1,zone_1,oxygen,r0855,-19.6651,-3.74346e-12,29.3554
292,5,zone_2,glucose,r1032,-9.06649,4.11793e-12,4.85611
292,5,zone_2,oxygen,r0855,-19.6601,-3.74346e-12,28.9189
292,5,zone_2,glucose,r1032,-9.06649,4.11793e-12,4.85611
292,5,zone_2,oxygen,r0855,-19.6601,-3.74346e-12,28.9189
292,2,zone_1,glucose,r1032,-9.06649,4.11793e-12,4.85611
292,2,zone_1,oxygen,r0855,-19.6647,-3.74346e-12,29.3227
292,2,zone_1,glucose,r1032,-9.06649,4.11793e-12,4.85611
292,2,zone_1,oxygen,r0855,-19.6647,-3.74346e-12,29.3227
292,6,zone_3,glucose,r1032,-9.06649,4.11793e-12,4.85611
292,6,zone_3,oxygen,r0855,-19.6382,-3.74346e-12,27.1424
292,6,zone_3,glucose,r1032,-9.06649,4.11793e-12,4.85611
292,6,zone_3,oxygen,r0855,-19.6382,-3.74346e-12,27.1424
292,7,zone_3,glucose,r1032,-9.06649,4.11793e-12,4.85611
292,7,zone_3,oxygen,r0855,-19.6361,-3.74346e-12,26.9817
292,7,zone_3,glucose,r1032,-9.06649,4.11793e-12,4.85611
292,7,zone_3,oxygen,r0855,-19.6361,-3.74346e-12,26.9817
292,3,zone_2,glucose,r1032,-9.06649,4.11793e-12,4.85611
292,3,zone_2,oxygen,r0855,-19.6609,-3.74346e-12,28.9906
292,3,zone_2,glucose,r1032,-9.06649,4.11793e-12,4.85611
292,3,zone_2,oxygen,r0855,-19.6609,-3.74346e-12,28.9906
294,4,zone_2,glucose,r1032,-9.06632,4.11793e-12,4.85514
294,4,zone_2,oxygen,r0855,-19.6596,-3.74346e-12,28.8794
294,4,zone_2,glucose,r1032,-9.06632,4.11793e-12,4.85514
294,4,zone_2,oxygen,r0855,-19.6596,-3.74346e-12,28.8794
294,0,zone_1,glucose,r1032,-9.06632,4.11793e-12,4.85514
294,0,zone_1,oxygen,r0855,-19.6642,-3.74346e-12,29.2836
294,0,zone_1,glucose,r1032,-9.06632,4.11793e-12,4.85514
294,0,zone_1,oxygen,r0855,-19.6642,-3.74346e-12,29.2836
294,8,zone_3,glucose,r1032,-9.06632,4.11793e-12,4.85514
294,8,zone_3,oxygen,r0855,-19.6337,-3.74346e-12,26.8001
294,8,zone_3,glucose,r1032,-9.06632,4.11793e-12,4.85514
294,8,zone_3,oxygen,r0855,-19.6337,-3.74346e-12,26.8001
294,5,zone_2,glucose,r1032,-9.06632,4.11793e-12,4.85514
294,5,zone_2,oxygen,r0855,-19.6593,-3.74346e-12,28.8473
294,5,zone_2,glucose,r1032,-9.06632,4.11793e-12,4.85514
294,5,zone_2,oxygen,r0855,-19.6593,-3.74346e-12,28.8473
294,1,zone_1,glucose,r1032,-9.06632,4.11793e-12,4.85514
294,1,zone_1,oxygen,r0855,-19.6642,-3.74346e-12,29.2836
294,1,zone_1,glucose,r1032,-9.06632,4.11793e-12,4.85514
294,1,zone_1,oxygen,r0855,-19.6642,-3.74346e-12,29.2836
294,6,zone_3,glucose,r1032,-9.06632,4.11793e-12,4.85514
294,6,zone_3,oxygen,r0855,-19.6373,-3.74346e-12,27.0743
294,6,zone_3,glucose,r1032,-9.06632,4.11793e-12,4.85514
294,6,zone_3,oxygen,r0855,-19.6373,-3.74346e-12,27.0743
294,2,zone_1,glucose,r1032,-9.06632,4.11793e-12,4.85514
294,2,zone_1,oxygen,r0855,-19.6639,-3.74346e-12,29.2508
294,2,zone_1,glucose,r1032,-9.06632,4.11793e-12,4.85514
294,2,zone_1,oxygen,r0855,-19.6639,-3.74346e-12,29.2508
294,3,zone_2,glucose,r1032,-9.06632,4.11793e-12,4.85514
294,3,zone_2,oxygen,r0855,-19.6601,-3.74346e-12,28.919
294,3,zone_2,glucose,r1032,-9.06632,4.11793e-12,4.85514
294,3,zone_2,oxygen,r0855,-19.6601,-3.74346e-12,28.919
294,7,zone_3,glucose,r1032,-9.06632,4.11793e-12,4.85514
294,7,zone_3,oxygen,r0855,-19.6352,-3.74346e-12,26.914
294,7,zone_3,glucose,r1032,-9.06632,4.11793e-12,4.85514
294,7,zone_3,oxygen,r0855,-19.6352,-3.74346e-12,26.914
296,0,zone_1,glucose,r1032,-9.06615,4.11793e-12,4.85416
296,0,zone_1,oxygen,r0855,-19.6634,-3.74346e-12,29.2122
296,0,zone_1,glucose,r1032,-9.06615,4.11793e-12,4.85416
296,0,zone_1,oxygen,r0855,-19.6634,-3.74346e-12,29.2122
296,8,zone_3,glucose,r1032,-9.06615,4.11793e-12,4.85416
296,8,zone_3,oxygen,r0855,-19.6328,-3.74346e-12,26.733
296,8,zone_3,glucose,r1032,-9.06615,4.11793e-12,4.85416
296,8,zone_3,oxygen,r0855,-19.6328,-3.74346e-12,26.733
296,4,zone_2,glucose,r1032,-9.06615,4.11793e-12,4.85416
296,4,zone_2,oxygen,r0855,-19.6588,-3.74346e-12,28.8082
296,4,zone_2,glucose,r1032,-9.06615,4.11793e-12,4.85416
296,4,zone_2,oxygen,r0855,-19.6588,-3.74346e-12,28.8082
296,1,zone_1,glucose,r1032,-9.06615,4.11793e-12,4.85416
296,1,zone_1,oxygen,r0855,-19.6634,-3.74346e-12,29.2122
296,1,zone_1,glucose,r1032,-9.06615,4.11793e-12,4.85416
296,1,zone_1,oxygen,r0855,-19.6634,-3.74346e-12,29.2122
296,5,zone_2,glucose,r1032,-9.06615,4.11793e-12,4.85416
296,5,zone_2,oxygen,r0855,-19.6584,-3.74346e-12,28.7761
296,5,zone_2,glucose,r1032,-9.06615,4.11793e-12,4.85416
296,5,zone_2,oxygen,r0855,-19.6584,-3.74346e-12,28.7761
296,2,zone_1,glucose,r1032,-9.06615,4.11793e-12,4.85416
296,2,zone_1,oxygen,r0855,-19.6631,-3.74346e-12,29.1793
296,2,zone_1,glucose,r1032,-9.06615,4.11793e-12,4.85416
296,2,zone_1,oxygen,r0855,-19.6631,-3.74346e-12,29.1793
296,6,zone_3,glucose,r1032,-9.06615,4.11793e-12,4.85416
296,6,zone_3,oxygen,r0855,-19.6365,-3.74346e-12,27.0065
296,6,zone_3,glucose,r1032,-9.06615,4.11793e-12,4.85416
296,6,zone_3,oxygen,r0855,-19.6365,-3.74346e-12,27.0065
296,3,zone_2,glucose,r1032,-9.06615,4.11793e-12,4.85416
296,3,zone_2,oxygen,r0855,-19.6593,-3.74346e-12,28.8478
296,3,zone_2,glucose,r1032,-9.06615,4.11793e-12,4.85416
296,3,zone_2,oxygen,r0855,-19.6593,-3.74346e-12,28.8478
296,7,zone_3,glucose,r1032,-9.06615,4.11793e-12,4.85416
296,7,zone_3,oxygen,r0855,-19.6343,-3.74346e-12,26.8466
296,7,zone_3,glucose,r1032,-9.06615,4.11793e-12,4.85416
296,7,zone_3,oxygen,r0855,-19.6343,-3.74346e-12,26.8466
298,4,zone_2,glucose,r1032,-9.06598,4.11793e-12,4.85319
298,4,zone_2,oxygen,r0855,-19.658,-3.74346e-12,28.7372
298,0,zone_1,glucose,r1032,-9.06598,4.11793e-12,4.85319
298,0,zone_1,oxygen,r0855,-19.6626,-3.74346e-12,29.141
298,8,zone_3,glucose,r1032,-9.06598,4.11793e-12,4.85319
298,8,zone_3,oxygen,r0855,-19.6319,-3.74346e-12,26.6661
298,4,zone_2,glucose,r1032,-9.06598,4.11793e-12,4.85319
298,4,zone_2,oxygen,r0855,-19.658,-3.74346e-12,28.7372
298,0,zone_1,glucose,r1032,-9.06598,4.11793e-12,4.85319
298,0,zone_1,oxygen,r0855,-19.6626,-3.74346e-12,29.141
298,8,zone_3,glucose,r1032,-9.06598,4.11793e-12,4.85319
298,8,zone_3,oxygen,r0855,-19.6319,-3.74346e-12,26.6661
298,5,zone_2,glucose,r1032,-9.06598,4.11793e-12,4.85319
298,5,zone_2,oxygen,r0855,-19.6576,-3.74346e-12,28.7051
298,5,zone_2,glucose,r1032,-9.06598,4.11793e-12,4.85319
298,5,zone_2,oxygen,r0855,-19.6576,-3.74346e-12,28.7051
298,1,zone_1,glucose,r1032,-9.06598,4.11793e-12,4.85319
298,1,zone_1,oxygen,r0855,-19.6626,-3.74346e-12,29.141
298,1,zone_1,glucose,r1032,-9.06598,4.11793e-12,4.85319
298,1,zone_1,oxygen,r0855,-19.6626,-3.74346e-12,29.141
298,2,zone_1,glucose,r1032,-9.06598,4.11793e-12,4.85319
298,2,zone_1,oxygen,r0855,-19.6623,-3.74346e-12,29.1081
298,2,zone_1,glucose,r1032,-9.06598,4.11793e-12,4.85319
298,2,zone_1,oxygen,r0855,-19.6623,-3.74346e-12,29.1081
298,6,zone_3,glucose,r1032,-9.06598,4.11793e-12,4.85319
298,6,zone_3,oxygen,r0855,-19.6356,-3.74346e-12,26.939
298,6,zone_3,glucose,r1032,-9.06598,4.11793e-12,4.85319
298,6,zone_3,oxygen,r0855,-19.6356,-3.74346e-12,26.939
298,3,zone_2,glucose,r1032,-9.06598,4.11793e-12,4.85319
298,3,zone_2,oxygen,r0855,-19.6584,-3.74346e-12,28.7768
298,3,zone_2,glucose,r1032,-9.06598,4.11793e-12,4.85319
298,3,zone_2,oxygen,r0855,-19.6584,-3.74346e-12,28.7768
298,7,zone_3,glucose,r1032,-9.06598,4.11793e-12,4.85319
298,7,zone_3,oxygen,r0855,-19.6334,-3.74346e-12,26.7794
298,7,zone_3,glucose,r1032,-9.06598,4.11793e-12,4.85319
298,7,zone_3,oxygen,r0855,-19.6334,-3.74346e-12,26.7794
300,4,zone_2,glucose,r1032,-9.06581,4.11793e-12,4.85222
300,4,zone_2,oxygen,r0855,-19.6571,-3.74346e-12,28.6666
300,4,zone_2,glucose,r1032,-9.06581,4.11793e-12,4.85222
300,4,zone_2,oxygen,r0855,-19.6571,-3.74346e-12,28.6666
300,0,zone_1,glucose,r1032,-9.06581,4.11793e-12,4.85222
300,0,zone_1,oxygen,r0855,-19.6618,-3.74346e-12,29.0702
300,0,zone_1,glucose,r1032,-9.06581,4.11793e-12,4.85222
300,0,zone_1,oxygen,r0855,-19.6618,-3.74346e-12,29.0702
300,8,zone_3,glucose,r1032,-9.06581,4.11793e-12,4.85222
300,8,zone_3,oxygen,r0855,-19.631,-3.74346e-12,26.5995
300,8,zone_3,glucose,r1032,-9.06581,4.11793e-12,4.85222
300,8,zone_3,oxygen,r0855,-19.631,-3.74346e-12,26.5995
300,5,zone_2,glucose,r1032,-9.06581,4.11793e-12,4.85222
300,5,zone_2,oxygen,r0855,-19.6568,-3.74346e-12,28.6345
300,5,zone_2,glucose,r1032,-9.06581,4.11793e-12,4.85222
300,5,zone_2,oxygen,r0855,-19.6568,-3.74346e-12,28.6345
300,1,zone_1,glucose,r1032,-9.06581,4.11793e-12,4.85222
300,1,zone_1,oxygen,r0855,-19.6618,-3.74346e-12,29.0702
300,1,zone_1,glucose,r1032,-9.06581,4.11793e-12,4.85222
300,1,zone_1,oxygen,r0855,-19.6618,-3.74346e-12,29.0702
300,6,zone_3,glucose,r1032,-9.06581,4.11793e-12,4.85222
300,6,zone_3,oxygen,r0855,-19.6347,-3.74346e-12,26.8718
300,6,zone_3,glucose,r1032,-9.06581,4.11793e-12,4.85222
300,6,zone_3,oxygen,r0855,-19.6347,-3.74346e-12,26.8718
300,2,zone_1,glucose,r1032,-9.06581,4.11793e-12,4.85222
300,2,zone_1,oxygen,r0855,-19.6614,-3.74346e-12,29.0371
300,2,zone_1,glucose,r1032,-9.06581,4.11793e-12,4.85222
300,2,zone_1,oxygen,r0855,-19.6614,-3.74346e-12,29.0371
300,3,zone_2,glucose,r1032,-9.06581,4.11793e-12,4.85222
300,3,zone_2,oxygen,r0855,-19.6576,-3.74346e-12,28.7062
300,3,zone_2,glucose,r1032,-9.06581,4.11793e-12,4.85222
300,3,zone_2,oxygen,r0855,-19.6576,-3.74346e-12,28.7062
300,7,zone_3,glucose,r1032,-9.06581,4.11793e-12,4.85222
300,7,zone_3,oxygen,r0855,-19.6325,-3.74346e-12,26.7126
300,7,zone_3,glucose,r1032,-9.06581,4.11793e-12,4.85222
300,7,zone_3,oxygen,r0855,-19.6325,-3.74346e-12,26.7126
302,0,zone_1,glucose,r1032,-9.06564,4.11793e-12,4.85125
302,0,zone_1,oxygen,r0855,-19.661,-3.74346e-12,28.9997
302,0,zone_1,glucose,r1032,-9.06564,4.11793e-12,4.85125
302,0,zone_1,oxygen,r0855,-19.661,-3.74346e-12,28.9997
302,8,zone_3,glucose,r1032,-9.06564,4.11793e-12,4.85125
302,8,zone_3,oxygen,r0855,-19.6301,-3.74346e-12,26.5332
302,8,zone_3,glucose,r1032,-9.06564,4.11793e-12,4.85125
302,8,zone_3,oxygen,r0855,-19.6301,-3.74346e-12,26.5332
302,4,zone_2,glucose,r1032,-9.06564,4.11793e-12,4.85125
302,4,zone_2,oxygen,r0855,-19.6563,-3.74346e-12,28.5962
302,4,zone_2,glucose,r1032,-9.06564,4.11793e-12,4.85125
302,4,zone_2,oxygen,r0855,-19.6563,-3.74346e-12,28.5962
302,1,zone_1,glucose,r1032,-9.06564,4.11793e-12,4.85125
302,1,zone_1,oxygen,r0855,-19.661,-3.74346e-12,28.9997
302,1,zone_1,glucose,r1032,-9.06564,4.11793e-12,4.85125
302,1,zone_1,oxygen,r0855,-19.661,-3.74346e-12,28.9997
302,5,zone_2,glucose,r1032,-9.06564,4.11793e-12,4.85125
302,5,zone_2,oxygen,r0855,-19.6559,-3.74346e-12,28.5641
302,5,zone_2,glucose,r1032,-9.06564,4.11793e-12,4.85125
302,5,zone_2,oxygen,r0855,-19.6559,-3.74346e-12,28.5641
302,2,zone_1,glucose,r1032,-9.06564,4.11793e-12,4.85125
302,2,zone_1,oxygen,r0855,-19.6606,-3.74346e-12,28.9665
302,2,zone_1,glucose,r1032,-9.06564,4.11793e-12,4.85125
302,2,zone_1,oxygen,r0855,-19.6606,-3.74346e-12,28.9665
302,6,zone_3,glucose,r1032,-9.06564,4.11793e-12,4.85125
302,6,zone_3,oxygen,r0855,-19.6338,-3.74346e-12,26.8049
302,6,zone_3,glucose,r1032,-9.06564,4.11793e-12,4.85125
302,6,zone_3,oxygen,r0855,-19.6338,-3.74346e-12,26.8049
302,3,zone_2,glucose,r1032,-9.06564,4.11793e-12,4.85125
302,3,zone_2,oxygen,r0855,-19.6568,-3.74346e-12,28.6359
302,3,zone_2,glucose,r1032,-9.06564,4.11793e-12,4.85125
302,3,zone_2,oxygen,r0855,-19.6568,-3.74346e-12,28.6359
302,7,zone_3,glucose,r1032,-9.06564,4.11793e-12,4.85125
302,7,zone_3,oxygen,r0855,-19.6316,-3.74346e-12,26.646
302,7,zone_3,glucose,r1032,-9.06564,4.11793e-12,4.85125
302,7,zone_3,oxygen,r0855,-19.6316,-3.74346e-12,26.646
304,0,zone_1,glucose,r1032,-9.06547,4.11793e-12,4.85028
304,0,zone_1,oxygen,r0855,-19.6602,-3.74346e-12,28.9294
304,0,zone_1,glucose,r1032,-9.06547,4.11793e-12,4.85028
304,0,zone_1,oxygen,r0855,-19.6602,-3.74346e-12,28.9294
304,8,zone_3,glucose,r1032,-9.06547,4.11793e-12,4.85028
304,8,zone_3,oxygen,r0855,-19.6292,-3.74346e-12,26.4672
304,8,zone_3,glucose,r1032,-9.06547,4.11793e-12,4.85028
304,8,zone_3,oxygen,r0855,-19.6292,-3.74346e-12,26.4672
304,4,zone_2,glucose,r1032,-9.06547,4.11793e-12,4.85028
304,4,zone_2,oxygen,r0855,-19.6555,-3.74346e-12,28.5262
304,4,zone_2,glucose,r1032,-9.06547,4.11793e-12,4.85028
304,4,zone_2,oxygen,r0855,-19.6555,-3.74346e-12,28.5262
304,1,zone_1,glucose,r1032,-9.06547,4.11793e-12,4.85028
304,1,zone_1,oxygen,r0855,-19.6602,-3.74346e-12,28.9294
304,1,zone_1,glucose,r1032,-9.06547,4.11793e-12,4.85028
304,1,zone_1,oxygen,r0855,-19.6602,-3.74346e-12,28.9294
304,5,zone_2,glucose,r1032,-9.06547,4.11793e-12,4.85028
304,5,zone_2,oxygen,r0855,-19.6551,-3.74346e-12,28.4941
304,5,zone_2,glucose,r1032,-9.06547,4.11793e-12,4.85028
304,5,zone_2,oxygen,r0855,-19.6551,-3.74346e-12,28.4941
304,2,zone_1,glucose,r1032,-9.06547,4.11793e-12,4.85028
304,2,zone_1,oxygen,r0855,-19.6598,-3.74346e-12,28.8962
304,2,zone_1,glucose,r1032,-9.06547,4.11793e-12,4.85028
304,2,zone_1,oxygen,r0855,-19.6598,-3.74346e-12,28.8962
304,6,zone_3,glucose,r1032,-9.06547,4.11793e-12,4.85028
304,6,zone_3,oxygen,r0855,-19.6329,-3.74346e-12,26.7382
304,6,zone_3,glucose,r1032,-9.06547,4.11793e-12,4.85028
304,6,zone_3,oxygen,r0855,-19.6329,-3.74346e-12,26.7382
304,3,zone_2,glucose,r1032,-9.06547,4.11793e-12,4.85028
304,3,zone_2,oxygen,r0855,-19.656,-3.74346e-12,28.5659
304,3,zone_2,glucose,r1032,-9.06547,4.11793e-12,4.85028
304,3,zone_2,oxygen,r0855,-19.656,-3.74346e-12,28.5659
304,7,zone_3,glucose,r1032,-9.06547,4.11793e-12,4.85028
304,7,zone_3,oxygen,r0855,-19.6307,-3.74346e-12,26.5797
304,7,zone_3,glucose,r1032,-9.06547,4.11793e-12,4.85028
304,7,zone_3,oxygen,r0855,-19.6307,-3.74346e-12,26.5797
306,8,zone_3,glucose,r1032,-9.0653,4.11793e-12,4.84931
306,8,zone_3,oxygen,r0855,-19.6283,-3.74346e-12,26.4015
306,8,zone_3,glucose,r1032,-9.0653,4.11793e-12,4.84931
306,8,zone_3,oxygen,r0855,-19.6283,-3.74346e-12,26.4015
306,0,zone_1,glucose,r1032,-9.0653,4.11793e-12,4.84931
306,0,zone_1,oxygen,r0855,-19.6594,-3.74346e-12,28.8595
306,0,zone_1,glucose,r1032,-9.0653,4.11793e-12,4.84931
306,0,zone_1,oxygen,r0855,-19.6594,-3.74346e-12,28.8595
306,4,zone_2,glucose,r1032,-9.0653,4.11793e-12,4.84931
306,4,zone_2,oxygen,r0855,-19.6547,-3.74346e-12,28.4565
306,4,zone_2,glucose,r1032,-9.0653,4.11793e-12,4.84931
306,4,zone_2,oxygen,r0855,-19.6547,-3.74346e-12,28.4565
306,1,zone_1,glucose,r1032,-9.0653,4.11793e-12,4.84931
306,1,zone_1,oxygen,r0855,-19.6594,-3.74346e-12,28.8595
306,1,zone_1,glucose,r1032,-9.0653,4.11793e-12,4.84931
306,1,zone_1,oxygen,r0855,-19.6594,-3.74346e-12,28.8595
306,5,zone_2,glucose,r1032,-9.0653,4.11793e-12,4.84931
306,5,zone_2,oxygen,r0855,-19.6543,-3.74346e-12,28.4243
306,5,zone_2,glucose,r1032,-9.0653,4.11793e-12,4.84931
306,5,zone_2,oxygen,r0855,-19.6543,-3.74346e-12,28.4243
306,2,zone_1,glucose,r1032,-9.0653,4.11793e-12,4.84931
306,2,zone_1,oxygen,r0855,-19.659,-3.74346e-12,28.8261
306,2,zone_1,glucose,r1032,-9.0653,4.11793e-12,4.84931
306,2,zone_1,oxygen,r0855,-19.659,-3.74346e-12,28.8261
306,6,zone_3,glucose,r1032,-9.0653,4.11793e-12,4.84931
306,6,zone_3,oxygen,r0855,-19.632,-3.74346e-12,26.6719
306,6,zone_3,glucose,r1032,-9.0653,4.11793e-12,4.84931
306,6,zone_3,oxygen,r0855,-19.632,-3.74346e-12,26.6719
306,3,zone_2,glucose,r1032,-9.0653,4.11793e-12,4.84931
306,3,zone_2,oxygen,r0855,-19.6551,-3.74346e-12,28.4961
306,3,zone_2,glucose,r1032,-9.0653,4.11793e-12,4.84931
306,3,zone_2,oxygen,r0855,-19.6551,-3.74346e-12,28.4961
306,7,zone_3,glucose,r1032,-9.0653,4.11793e-12,4.84931
306,7,zone_3,oxygen,r0855,-19.6298,-3.74346e-12,26.5137
306,7,zone_3,glucose,r1032,-9.0653,4.11793e-12,4.84931
306,7,zone_3,oxygen,r0855,-19.6298,-3.74346e-12,26.5137
308,0,zone_1,glucose,r1032,-9.06513,4.11793e-12,4.84834
308,0,zone_1,oxygen,r0855,-19.6586,-3.74346e-12,28.7898
308,0,zone_1,glucose,r1032,-9.06513,4.11793e-12,4.84834
308,0,zone_1,oxygen,r0855,-19.6586,-3.74346e-12,28.7898
308,8,zone_3,glucose,r1032,-9.06513,4.11793e-12,4.84834
308,8,zone_3,oxygen,r0855,-19.6274,-3.74346e-12,26.336
308,4,zone_2,glucose,r1032,-9.06513,4.11793e-12,4.84834
308,4,zone_2,oxygen,r0855,-19.6538,-3.74346e-12,28.387
308,8,zone_3,glucose,r1032,-9.06513,4.11793e-12,4.84834
308,8,zone_3,oxygen,r0855,-19.6274,-3.74346e-12,26.336
308,4,zone_2,glucose,r1032,-9.06513,4.11793e-12,4.84834
308,4,zone_2,oxygen,r0855,-19.6538,-3.74346e-12,28.387
308,1,zone_1,glucose,r1032,-9.06513,4.11793e-12,4.84834
308,1,zone_1,oxygen,r0855,-19.6586,-3.74346e-12,28.7898
308,1,zone_1,glucose,r1032,-9.06513,4.11793e-12,4.84834
308,1,zone_1,oxygen,r0855,-19.6586,-3.74346e-12,28.7898
308,5,zone_2,glucose,r1032,-9.06513,4.11793e-12,4.84834
308,5,zone_2,oxygen,r0855,-19.6534,-3.74346e-12,28.3549
308,5,zone_2,glucose,r1032,-9.06513,4.11793e-12,4.84834
308,5,zone_2,oxygen,r0855,-19.6534,-3.74346e-12,28.3549
308,2,zone_1,glucose,r1032,-9.06513,4.11793e-12,4.84834
308,2,zone_1,oxygen,r0855,-19.6582,-3.74346e-12,28.7564
308,2,zone_1,glucose,r1032,-9.06513,4.11793e-12,4.84834
308,2,zone_1,oxygen,r0855,-19.6582,-3.74346e-12,28.7564
308,6,zone_3,glucose,r1032,-9.06513,4.11793e-12,4.84834
308,6,zone_3,oxygen,r0855,-19.6311,-3.74346e-12,26.6058
308,6,zone_3,glucose,r1032,-9.06513,4.11793e-12,4.84834
308,6,zone_3,oxygen,r0855,-19.6311,-3.74346e-12,26.6058
308,3,zone_2,glucose,r1032,-9.06513,4.11793e-12,4.84834
308,3,zone_2,oxygen,r0855,-19.6543,-3.74346e-12,28.4267
308,3,zone_2,glucose,r1032,-9.06513,4.11793e-12,4.84834
308,3,zone_2,oxygen,r0855,-19.6543,-3.74346e-12,28.4267
308,7,zone_3,glucose,r1032,-9.06513,4.11793e-12,4.84834
308,7,zone_3,oxygen,r0855,-19.6289,-3.74346e-12,26.448
308,7,zone_3,glucose,r1032,-9.06513,4.11793e-12,4.84834
308,7,zone_3,oxygen,r0855,-19.6289,-3.74346e-12,26.448
310,0,zone_1,glucose,r1032,-9.06496,4.11793e-12,4.84737
310,0,zone_1,oxygen,r0855,-19.6578,-3.74346e-12,28.7205
310,0,zone_1,glucose,r1032,-9.06496,4.11793e-12,4.84737
310,0,zone_1,oxygen,r0855,-19.6578,-3.74346e-12,28.7205
310,8,zone_3,glucose,r1032,-9.06496,4.11793e-12,4.84737
310,8,zone_3,oxygen,r0855,-19.6265,-3.74346e-12,26.2708
310,8,zone_3,glucose,r1032,-9.06496,4.11793e-12,4.84737
310,8,zone_3,oxygen,r0855,-19.6265,-3.74346e-12,26.2708
310,4,zone_2,glucose,r1032,-9.06496,4.11793e-12,4.84737
310,4,zone_2,oxygen,r0855,-19.653,-3.74346e-12,28.3179
310,4,zone_2,glucose,r1032,-9.06496,4.11793e-12,4.84737
310,4,zone_2,oxygen,r0855,-19.653,-3.74346e-12,28.3179
310,1,zone_1,glucose,r1032,-9.06496,4.11793e-12,4.84737
310,1,zone_1,oxygen,r0855,-19.6578,-3.74346e-12,28.7205
310,1,zone_1,glucose,r1032,-9.06496,4.11793e-12,4.84737
310,1,zone_1,oxygen,r0855,-19.6578,-3.74346e-12,28.7205
310,5,zone_2,glucose,r1032,-9.06496,4.11793e-12,4.84737
310,5,zone_2,oxygen,r0855,-19.6526,-3.74346e-12,28.2857
310,5,zone_2,glucose,r1032,-9.06496,4.11793e-12,4.84737
310,5,zone_2,oxygen,r0855,-19.6526,-3.74346e-12,28.2857
310,2,zone_1,glucose,r1032,-9.06496,4.11793e-12,4.84737
