time,cell_id,cell_type,substrate,fba_reaction,flux_lb,flux_value,concentration_mM
86,7,zone_3,glucose,r1032,-9.08378,4.11793e-12,4.95718
86,7,zone_3,oxygen,r0855,-19.7197,-3.74346e-12,35.1715
86,7,zone_3,glucose,r1032,-9.08378,4.11793e-12,4.95718
86,7,zone_3,oxygen,r0855,-19.7197,-3.74346e-12,35.1715
88,4,zone_2,glucose,r1032,-9.08361,4.11793e-12,4.95619
88,4,zone_2,oxygen,r0855,-19.7394,-3.74346e-12,37.8667
88,4,zone_2,glucose,r1032,-9.08361,4.11793e-12,4.95619
88,4,zone_2,oxygen,r0855,-19.7394,-3.74346e-12,37.8667
88,0,zone_1,glucose,r1032,-9.08361,4.11793e-12,4.95619
88,0,zone_1,oxygen,r0855,-19.7434,-3.74346e-12,38.4645
88,0,zone_1,glucose,r1032,-9.08361,4.11793e-12,4.95619
88,0,zone_1,oxygen,r0855,-19.7434,-3.74346e-12,38.4645
88,8,zone_3,glucose,r1032,-9.08361,4.11793e-12,4.95619
88,8,zone_3,oxygen,r0855,-19.718,-3.74346e-12,34.9658
88,8,zone_3,glucose,r1032,-9.08361,4.11793e-12,4.95619
88,8,zone_3,oxygen,r0855,-19.718,-3.74346e-12,34.9658
88,1,zone_1,glucose,r1032,-9.08361,4.11793e-12,4.95619
88,1,zone_1,oxygen,r0855,-19.7434,-3.74346e-12,38.4645
88,1,zone_1,glucose,r1032,-9.08361,4.11793e-12,4.95619
88,1,zone_1,oxygen,r0855,-19.7434,-3.74346e-12,38.4645
88,5,zone_2,glucose,r1032,-9.08361,4.11793e-12,4.95619
88,5,zone_2,oxygen,r0855,-19.7391,-3.74346e-12,37.8224
88,5,zone_2,glucose,r1032,-9.08361,4.11793e-12,4.95619
88,5,zone_2,oxygen,r0855,-19.7391,-3.74346e-12,37.8224
88,2,zone_1,glucose,r1032,-9.08361,4.11793e-12,4.95619
88,2,zone_1,oxygen,r0855,-19.7431,-3.74346e-12,38.4262
88,2,zone_1,glucose,r1032,-9.08361,4.11793e-12,4.95619
88,2,zone_1,oxygen,r0855,-19.7431,-3.74346e-12,38.4262
88,6,zone_3,glucose,r1032,-9.08361,4.11793e-12,4.95619
88,6,zone_3,oxygen,r0855,-19.7209,-3.74346e-12,35.3271
88,6,zone_3,glucose,r1032,-9.08361,4.11793e-12,4.95619
88,6,zone_3,oxygen,r0855,-19.7209,-3.74346e-12,35.3271
88,3,zone_2,glucose,r1032,-9.08361,4.11793e-12,4.95619
88,3,zone_2,oxygen,r0855,-19.7397,-3.74346e-12,37.9224
88,3,zone_2,glucose,r1032,-9.08361,4.11793e-12,4.95619
88,3,zone_2,oxygen,r0855,-19.7397,-3.74346e-12,37.9224
88,7,zone_3,glucose,r1032,-9.08361,4.11793e-12,4.95619
88,7,zone_3,oxygen,r0855,-19.7192,-3.74346e-12,35.1146
88,7,zone_3,glucose,r1032,-9.08361,4.11793e-12,4.95619
88,7,zone_3,oxygen,r0855,-19.7192,-3.74346e-12,35.1146
90,8,zone_3,glucose,r1032,-9.08344,4.11793e-12,4.9552
90,8,zone_3,oxygen,r0855,-19.7176,-3.74346e-12,34.9059
90,8,zone_3,glucose,r1032,-9.08344,4.11793e-12,4.9552
90,8,zone_3,oxygen,r0855,-19.7176,-3.74346e-12,34.9059
90,0,zone_1,glucose,r1032,-9.08344,4.11793e-12,4.9552
90,0,zone_1,oxygen,r0855,-19.7427,-3.74346e-12,38.3583
90,0,zone_1,glucose,r1032,-9.08344,4.11793e-12,4.9552
90,0,zone_1,oxygen,r0855,-19.7427,-3.74346e-12,38.3583
90,4,zone_2,glucose,r1032,-9.08344,4.11793e-12,4.9552
90,4,zone_2,oxygen,r0855,-19.7387,-3.74346e-12,37.7751
90,4,zone_2,glucose,r1032,-9.08344,4.11793e-12,4.9552
90,4,zone_2,oxygen,r0855,-19.7387,-3.74346e-12,37.7751
90,5,zone_2,glucose,r1032,-9.08344,4.11793e-12,4.9552
90,5,zone_2,oxygen,r0855,-19.7384,-3.74346e-12,37.7318
90,5,zone_2,glucose,r1032,-9.08344,4.11793e-12,4.9552
90,5,zone_2,oxygen,r0855,-19.7384,-3.74346e-12,37.7318
90,1,zone_1,glucose,r1032,-9.08344,4.11793e-12,4.9552
90,1,zone_1,oxygen,r0855,-19.7427,-3.74346e-12,38.3583
90,1,zone_1,glucose,r1032,-9.08344,4.11793e-12,4.9552
90,1,zone_1,oxygen,r0855,-19.7427,-3.74346e-12,38.3583
90,2,zone_1,glucose,r1032,-9.08344,4.11793e-12,4.9552
90,2,zone_1,oxygen,r0855,-19.7424,-3.74346e-12,38.3214
90,2,zone_1,glucose,r1032,-9.08344,4.11793e-12,4.9552
90,2,zone_1,oxygen,r0855,-19.7424,-3.74346e-12,38.3214
90,6,zone_3,glucose,r1032,-9.08344,4.11793e-12,4.9552
90,6,zone_3,oxygen,r0855,-19.7204,-3.74346e-12,35.2657
90,6,zone_3,glucose,r1032,-9.08344,4.11793e-12,4.9552
90,6,zone_3,oxygen,r0855,-19.7204,-3.74346e-12,35.2657
90,3,zone_2,glucose,r1032,-9.08344,4.11793e-12,4.9552
90,3,zone_2,oxygen,r0855,-19.7391,-3.74346e-12,37.8293
90,3,zone_2,glucose,r1032,-9.08344,4.11793e-12,4.9552
90,3,zone_2,oxygen,r0855,-19.7391,-3.74346e-12,37.8293
90,7,zone_3,glucose,r1032,-9.08344,4.11793e-12,4.9552
90,7,zone_3,oxygen,r0855,-19.7187,-3.74346e-12,35.0542
90,7,zone_3,glucose,r1032,-9.08344,4.11793e-12,4.9552
90,7,zone_3,oxygen,r0855,-19.7187,-3.74346e-12,35.0542
92,8,zone_3,glucose,r1032,-9.08328,4.11793e-12,4.95421
92,8,zone_3,oxygen,r0855,-19.7171,-3.74346e-12,34.8429
92,8,zone_3,glucose,r1032,-9.08328,4.11793e-12,4.95421
92,8,zone_3,oxygen,r0855,-19.7171,-3.74346e-12,34.8429
92,0,zone_1,glucose,r1032,-9.08328,4.11793e-12,4.95421
92,0,zone_1,oxygen,r0855,-19.742,-3.74346e-12,38.2524
92,0,zone_1,glucose,r1032,-9.08328,4.11793e-12,4.95421
92,0,zone_1,oxygen,r0855,-19.742,-3.74346e-12,38.2524
92,4,zone_2,glucose,r1032,-9.08328,4.11793e-12,4.95421
92,4,zone_2,oxygen,r0855,-19.7381,-3.74346e-12,37.6824
92,4,zone_2,glucose,r1032,-9.08328,4.11793e-12,4.95421
92,4,zone_2,oxygen,r0855,-19.7381,-3.74346e-12,37.6824
92,1,zone_1,glucose,r1032,-9.08328,4.11793e-12,4.95421
92,1,zone_1,oxygen,r0855,-19.742,-3.74346e-12,38.2524
92,1,zone_1,glucose,r1032,-9.08328,4.11793e-12,4.95421
92,1,zone_1,oxygen,r0855,-19.742,-3.74346e-12,38.2524
92,5,zone_2,glucose,r1032,-9.08328,4.11793e-12,4.95421
92,5,zone_2,oxygen,r0855,-19.7378,-3.74346e-12,37.6402
92,5,zone_2,glucose,r1032,-9.08328,4.11793e-12,4.95421
92,5,zone_2,oxygen,r0855,-19.7378,-3.74346e-12,37.6402
92,2,zone_1,glucose,r1032,-9.08328,4.11793e-12,4.95421
92,2,zone_1,oxygen,r0855,-19.7417,-3.74346e-12,38.2167
92,2,zone_1,glucose,r1032,-9.08328,4.11793e-12,4.95421
92,2,zone_1,oxygen,r0855,-19.7417,-3.74346e-12,38.2167
92,6,zone_3,glucose,r1032,-9.08328,4.11793e-12,4.95421
92,6,zone_3,oxygen,r0855,-19.7199,-3.74346e-12,35.2012
92,6,zone_3,glucose,r1032,-9.08328,4.11793e-12,4.95421
92,6,zone_3,oxygen,r0855,-19.7199,-3.74346e-12,35.2012
92,3,zone_2,glucose,r1032,-9.08328,4.11793e-12,4.95421
92,3,zone_2,oxygen,r0855,-19.7385,-3.74346e-12,37.7353
92,3,zone_2,glucose,r1032,-9.08328,4.11793e-12,4.95421
92,3,zone_2,oxygen,r0855,-19.7385,-3.74346e-12,37.7353
92,7,zone_3,glucose,r1032,-9.08328,4.11793e-12,4.95421
92,7,zone_3,oxygen,r0855,-19.7182,-3.74346e-12,34.9906
92,7,zone_3,glucose,r1032,-9.08328,4.11793e-12,4.95421
92,7,zone_3,oxygen,r0855,-19.7182,-3.74346e-12,34.9906
94,8,zone_3,glucose,r1032,-9.08311,4.11793e-12,4.95322
94,8,zone_3,oxygen,r0855,-19.7165,-3.74346e-12,34.7769
94,8,zone_3,glucose,r1032,-9.08311,4.11793e-12,4.95322
94,8,zone_3,oxygen,r0855,-19.7165,-3.74346e-12,34.7769
94,0,zone_1,glucose,r1032,-9.08311,4.11793e-12,4.95322
94,0,zone_1,oxygen,r0855,-19.7412,-3.74346e-12,38.1466
94,0,zone_1,glucose,r1032,-9.08311,4.11793e-12,4.95322
94,0,zone_1,oxygen,r0855,-19.7412,-3.74346e-12,38.1466
94,4,zone_2,glucose,r1032,-9.08311,4.11793e-12,4.95322
94,4,zone_2,oxygen,r0855,-19.7375,-3.74346e-12,37.5889
94,4,zone_2,glucose,r1032,-9.08311,4.11793e-12,4.95322
94,4,zone_2,oxygen,r0855,-19.7375,-3.74346e-12,37.5889
94,1,zone_1,glucose,r1032,-9.08311,4.11793e-12,4.95322
94,1,zone_1,oxygen,r0855,-19.7412,-3.74346e-12,38.1466
94,5,zone_2,glucose,r1032,-9.08311,4.11793e-12,4.95322
94,5,zone_2,oxygen,r0855,-19.7372,-3.74346e-12,37.5476
94,1,zone_1,glucose,r1032,-9.08311,4.11793e-12,4.95322
94,1,zone_1,oxygen,r0855,-19.7412,-3.74346e-12,38.1466
94,5,zone_2,glucose,r1032,-9.08311,4.11793e-12,4.95322
94,5,zone_2,oxygen,r0855,-19.7372,-3.74346e-12,37.5476
94,2,zone_1,glucose,r1032,-9.08311,4.11793e-12,4.95322
94,2,zone_1,oxygen,r0855,-19.741,-3.74346e-12,38.1121
94,2,zone_1,glucose,r1032,-9.08311,4.11793e-12,4.95322
94,2,zone_1,oxygen,r0855,-19.741,-3.74346e-12,38.1121
94,6,zone_3,glucose,r1032,-9.08311,4.11793e-12,4.95322
94,6,zone_3,oxygen,r0855,-19.7194,-3.74346e-12,35.1338
94,6,zone_3,glucose,r1032,-9.08311,4.11793e-12,4.95322
94,6,zone_3,oxygen,r0855,-19.7194,-3.74346e-12,35.1338
94,3,zone_2,glucose,r1032,-9.08311,4.11793e-12,4.95322
94,3,zone_2,oxygen,r0855,-19.7378,-3.74346e-12,37.6405
94,3,zone_2,glucose,r1032,-9.08311,4.11793e-12,4.95322
94,3,zone_2,oxygen,r0855,-19.7378,-3.74346e-12,37.6405
94,7,zone_3,glucose,r1032,-9.08311,4.11793e-12,4.95322
94,7,zone_3,oxygen,r0855,-19.7177,-3.74346e-12,34.9241
94,7,zone_3,glucose,r1032,-9.08311,4.11793e-12,4.95322
94,7,zone_3,oxygen,r0855,-19.7177,-3.74346e-12,34.9241
96,8,zone_3,glucose,r1032,-9.08294,4.11793e-12,4.95222
96,8,zone_3,oxygen,r0855,-19.716,-3.74346e-12,34.7083
96,8,zone_3,glucose,r1032,-9.08294,4.11793e-12,4.95222
96,8,zone_3,oxygen,r0855,-19.716,-3.74346e-12,34.7083
96,4,zone_2,glucose,r1032,-9.08294,4.11793e-12,4.95222
96,4,zone_2,oxygen,r0855,-19.7368,-3.74346e-12,37.4946
96,4,zone_2,glucose,r1032,-9.08294,4.11793e-12,4.95222
96,4,zone_2,oxygen,r0855,-19.7368,-3.74346e-12,37.4946
96,0,zone_1,glucose,r1032,-9.08294,4.11793e-12,4.95222
96,0,zone_1,oxygen,r0855,-19.7405,-3.74346e-12,38.041
96,0,zone_1,glucose,r1032,-9.08294,4.11793e-12,4.95222
96,0,zone_1,oxygen,r0855,-19.7405,-3.74346e-12,38.041
96,1,zone_1,glucose,r1032,-9.08294,4.11793e-12,4.95222
96,1,zone_1,oxygen,r0855,-19.7405,-3.74346e-12,38.041
96,1,zone_1,glucose,r1032,-9.08294,4.11793e-12,4.95222
96,1,zone_1,oxygen,r0855,-19.7405,-3.74346e-12,38.041
96,5,zone_2,glucose,r1032,-9.08294,4.11793e-12,4.95222
96,5,zone_2,oxygen,r0855,-19.7365,-3.74346e-12,37.4542
96,5,zone_2,glucose,r1032,-9.08294,4.11793e-12,4.95222
96,5,zone_2,oxygen,r0855,-19.7365,-3.74346e-12,37.4542
96,2,zone_1,glucose,r1032,-9.08294,4.11793e-12,4.95222
96,2,zone_1,oxygen,r0855,-19.7403,-3.74346e-12,38.0076
96,2,zone_1,glucose,r1032,-9.08294,4.11793e-12,4.95222
96,2,zone_1,oxygen,r0855,-19.7403,-3.74346e-12,38.0076
96,6,zone_3,glucose,r1032,-9.08294,4.11793e-12,4.95222
96,6,zone_3,oxygen,r0855,-19.7188,-3.74346e-12,35.0638
96,6,zone_3,glucose,r1032,-9.08294,4.11793e-12,4.95222
96,6,zone_3,oxygen,r0855,-19.7188,-3.74346e-12,35.0638
96,3,zone_2,glucose,r1032,-9.08294,4.11793e-12,4.95222
96,3,zone_2,oxygen,r0855,-19.7372,-3.74346e-12,37.5451
96,3,zone_2,glucose,r1032,-9.08294,4.11793e-12,4.95222
96,3,zone_2,oxygen,r0855,-19.7372,-3.74346e-12,37.5451
96,7,zone_3,glucose,r1032,-9.08294,4.11793e-12,4.95222
96,7,zone_3,oxygen,r0855,-19.7172,-3.74346e-12,34.855
96,7,zone_3,glucose,r1032,-9.08294,4.11793e-12,4.95222
96,7,zone_3,oxygen,r0855,-19.7172,-3.74346e-12,34.855
98,0,zone_1,glucose,r1032,-9.08278,4.11793e-12,4.95123
98,0,zone_1,oxygen,r0855,-19.7398,-3.74346e-12,37.9357
98,0,zone_1,glucose,r1032,-9.08278,4.11793e-12,4.95123
98,0,zone_1,oxygen,r0855,-19.7398,-3.74346e-12,37.9357
98,8,zone_3,glucose,r1032,-9.08278,4.11793e-12,4.95123
98,8,zone_3,oxygen,r0855,-19.7154,-3.74346e-12,34.6373
98,4,zone_2,glucose,r1032,-9.08278,4.11793e-12,4.95123
98,4,zone_2,oxygen,r0855,-19.7361,-3.74346e-12,37.3996
98,8,zone_3,glucose,r1032,-9.08278,4.11793e-12,4.95123
98,8,zone_3,oxygen,r0855,-19.7154,-3.74346e-12,34.6373
98,4,zone_2,glucose,r1032,-9.08278,4.11793e-12,4.95123
98,4,zone_2,oxygen,r0855,-19.7361,-3.74346e-12,37.3996
98,1,zone_1,glucose,r1032,-9.08278,4.11793e-12,4.95123
98,1,zone_1,oxygen,r0855,-19.7398,-3.74346e-12,37.9357
98,1,zone_1,glucose,r1032,-9.08278,4.11793e-12,4.95123
98,1,zone_1,oxygen,r0855,-19.7398,-3.74346e-12,37.9357
98,5,zone_2,glucose,r1032,-9.08278,4.11793e-12,4.95123
98,5,zone_2,oxygen,r0855,-19.7359,-3.74346e-12,37.36
98,5,zone_2,glucose,r1032,-9.08278,4.11793e-12,4.95123
98,5,zone_2,oxygen,r0855,-19.7359,-3.74346e-12,37.36
98,2,zone_1,glucose,r1032,-9.08278,4.11793e-12,4.95123
98,2,zone_1,oxygen,r0855,-19.7396,-3.74346e-12,37.9032
98,2,zone_1,glucose,r1032,-9.08278,4.11793e-12,4.95123
98,2,zone_1,oxygen,r0855,-19.7396,-3.74346e-12,37.9032
98,3,zone_2,glucose,r1032,-9.08278,4.11793e-12,4.95123
98,3,zone_2,oxygen,r0855,-19.7365,-3.74346e-12,37.4491
98,3,zone_2,glucose,r1032,-9.08278,4.11793e-12,4.95123
98,3,zone_2,oxygen,r0855,-19.7365,-3.74346e-12,37.4491
98,6,zone_3,glucose,r1032,-9.08278,4.11793e-12,4.95123
98,6,zone_3,oxygen,r0855,-19.7182,-3.74346e-12,34.9915
98,6,zone_3,glucose,r1032,-9.08278,4.11793e-12,4.95123
98,6,zone_3,oxygen,r0855,-19.7182,-3.74346e-12,34.9915
98,7,zone_3,glucose,r1032,-9.08278,4.11793e-12,4.95123
98,7,zone_3,oxygen,r0855,-19.7166,-3.74346e-12,34.7836
98,7,zone_3,glucose,r1032,-9.08278,4.11793e-12,4.95123
98,7,zone_3,oxygen,r0855,-19.7166,-3.74346e-12,34.7836
100,8,zone_3,glucose,r1032,-9.08261,4.11793e-12,4.95024
100,8,zone_3,oxygen,r0855,-19.7148,-3.74346e-12,34.5642
100,8,zone_3,glucose,r1032,-9.08261,4.11793e-12,4.95024
100,8,zone_3,oxygen,r0855,-19.7148,-3.74346e-12,34.5642
100,0,zone_1,glucose,r1032,-9.08261,4.11793e-12,4.95024
100,0,zone_1,oxygen,r0855,-19.7391,-3.74346e-12,37.8307
100,0,zone_1,glucose,r1032,-9.08261,4.11793e-12,4.95024
100,0,zone_1,oxygen,r0855,-19.7391,-3.74346e-12,37.8307
100,4,zone_2,glucose,r1032,-9.08261,4.11793e-12,4.95024
100,4,zone_2,oxygen,r0855,-19.7355,-3.74346e-12,37.304
100,4,zone_2,glucose,r1032,-9.08261,4.11793e-12,4.95024
100,4,zone_2,oxygen,r0855,-19.7355,-3.74346e-12,37.304
100,1,zone_1,glucose,r1032,-9.08261,4.11793e-12,4.95024
100,1,zone_1,oxygen,r0855,-19.7391,-3.74346e-12,37.8307
100,1,zone_1,glucose,r1032,-9.08261,4.11793e-12,4.95024
100,1,zone_1,oxygen,r0855,-19.7391,-3.74346e-12,37.8307
100,2,zone_1,glucose,r1032,-9.08261,4.11793e-12,4.95024
100,2,zone_1,oxygen,r0855,-19.7389,-3.74346e-12,37.799
100,2,zone_1,glucose,r1032,-9.08261,4.11793e-12,4.95024
100,2,zone_1,oxygen,r0855,-19.7389,-3.74346e-12,37.799
100,5,zone_2,glucose,r1032,-9.08261,4.11793e-12,4.95024
100,5,zone_2,oxygen,r0855,-19.7352,-3.74346e-12,37.2651
100,5,zone_2,glucose,r1032,-9.08261,4.11793e-12,4.95024
100,5,zone_2,oxygen,r0855,-19.7352,-3.74346e-12,37.2651
100,3,zone_2,glucose,r1032,-9.08261,4.11793e-12,4.95024
100,3,zone_2,oxygen,r0855,-19.7358,-3.74346e-12,37.3525
100,3,zone_2,glucose,r1032,-9.08261,4.11793e-12,4.95024
100,3,zone_2,oxygen,r0855,-19.7358,-3.74346e-12,37.3525
100,6,zone_3,glucose,r1032,-9.08261,4.11793e-12,4.95024
100,6,zone_3,oxygen,r0855,-19.7177,-3.74346e-12,34.9172
100,6,zone_3,glucose,r1032,-9.08261,4.11793e-12,4.95024
100,6,zone_3,oxygen,r0855,-19.7177,-3.74346e-12,34.9172
100,7,zone_3,glucose,r1032,-9.08261,4.11793e-12,4.95024
100,7,zone_3,oxygen,r0855,-19.716,-3.74346e-12,34.71
100,7,zone_3,glucose,r1032,-9.08261,4.11793e-12,4.95024
100,7,zone_3,oxygen,r0855,-19.716,-3.74346e-12,34.71
102,4,zone_2,glucose,r1032,-9.08244,4.11793e-12,4.94925
102,4,zone_2,oxygen,r0855,-19.7348,-3.74346e-12,37.2079
102,4,zone_2,glucose,r1032,-9.08244,4.11793e-12,4.94925
102,4,zone_2,oxygen,r0855,-19.7348,-3.74346e-12,37.2079
102,0,zone_1,glucose,r1032,-9.08244,4.11793e-12,4.94925
102,0,zone_1,oxygen,r0855,-19.7384,-3.74346e-12,37.7258
102,0,zone_1,glucose,r1032,-9.08244,4.11793e-12,4.94925
102,0,zone_1,oxygen,r0855,-19.7384,-3.74346e-12,37.7258
102,8,zone_3,glucose,r1032,-9.08244,4.11793e-12,4.94925
102,8,zone_3,oxygen,r0855,-19.7142,-3.74346e-12,34.4892
102,8,zone_3,glucose,r1032,-9.08244,4.11793e-12,4.94925
102,8,zone_3,oxygen,r0855,-19.7142,-3.74346e-12,34.4892
102,5,zone_2,glucose,r1032,-9.08244,4.11793e-12,4.94925
102,5,zone_2,oxygen,r0855,-19.7345,-3.74346e-12,37.1696
102,5,zone_2,glucose,r1032,-9.08244,4.11793e-12,4.94925
102,5,zone_2,oxygen,r0855,-19.7345,-3.74346e-12,37.1696
102,1,zone_1,glucose,r1032,-9.08244,4.11793e-12,4.94925
102,1,zone_1,oxygen,r0855,-19.7384,-3.74346e-12,37.7258
102,1,zone_1,glucose,r1032,-9.08244,4.11793e-12,4.94925
102,1,zone_1,oxygen,r0855,-19.7384,-3.74346e-12,37.7258
102,6,zone_3,glucose,r1032,-9.08244,4.11793e-12,4.94925
102,6,zone_3,oxygen,r0855,-19.717,-3.74346e-12,34.8409
102,6,zone_3,glucose,r1032,-9.08244,4.11793e-12,4.94925
102,6,zone_3,oxygen,r0855,-19.717,-3.74346e-12,34.8409
102,2,zone_1,glucose,r1032,-9.08244,4.11793e-12,4.94925
102,2,zone_1,oxygen,r0855,-19.7382,-3.74346e-12,37.6949
102,2,zone_1,glucose,r1032,-9.08244,4.11793e-12,4.94925
102,2,zone_1,oxygen,r0855,-19.7382,-3.74346e-12,37.6949
102,7,zone_3,glucose,r1032,-9.08244,4.11793e-12,4.94925
102,7,zone_3,oxygen,r0855,-19.7154,-3.74346e-12,34.6345
102,7,zone_3,glucose,r1032,-9.08244,4.11793e-12,4.94925
102,7,zone_3,oxygen,r0855,-19.7154,-3.74346e-12,34.6345
102,3,zone_2,glucose,r1032,-9.08244,4.11793e-12,4.94925
102,3,zone_2,oxygen,r0855,-19.7351,-3.74346e-12,37.2555
102,3,zone_2,glucose,r1032,-9.08244,4.11793e-12,4.94925
102,3,zone_2,oxygen,r0855,-19.7351,-3.74346e-12,37.2555
104,0,zone_1,glucose,r1032,-9.08228,4.11793e-12,4.94826
104,0,zone_1,oxygen,r0855,-19.7377,-3.74346e-12,37.6213
104,0,zone_1,glucose,r1032,-9.08228,4.11793e-12,4.94826
104,0,zone_1,oxygen,r0855,-19.7377,-3.74346e-12,37.6213
104,4,zone_2,glucose,r1032,-9.08228,4.11793e-12,4.94826
104,4,zone_2,oxygen,r0855,-19.7341,-3.74346e-12,37.1113
104,4,zone_2,glucose,r1032,-9.08228,4.11793e-12,4.94826
104,4,zone_2,oxygen,r0855,-19.7341,-3.74346e-12,37.1113
104,8,zone_3,glucose,r1032,-9.08228,4.11793e-12,4.94826
104,8,zone_3,oxygen,r0855,-19.7136,-3.74346e-12,34.4124
104,8,zone_3,glucose,r1032,-9.08228,4.11793e-12,4.94826
104,8,zone_3,oxygen,r0855,-19.7136,-3.74346e-12,34.4124
104,5,zone_2,glucose,r1032,-9.08228,4.11793e-12,4.94826
104,5,zone_2,oxygen,r0855,-19.7339,-3.74346e-12,37.0737
104,5,zone_2,glucose,r1032,-9.08228,4.11793e-12,4.94826
104,5,zone_2,oxygen,r0855,-19.7339,-3.74346e-12,37.0737
104,1,zone_1,glucose,r1032,-9.08228,4.11793e-12,4.94826
104,1,zone_1,oxygen,r0855,-19.7377,-3.74346e-12,37.6213
104,1,zone_1,glucose,r1032,-9.08228,4.11793e-12,4.94826
104,1,zone_1,oxygen,r0855,-19.7377,-3.74346e-12,37.6213
104,2,zone_1,glucose,r1032,-9.08228,4.11793e-12,4.94826
104,2,zone_1,oxygen,r0855,-19.7375,-3.74346e-12,37.591
104,2,zone_1,glucose,r1032,-9.08228,4.11793e-12,4.94826
104,2,zone_1,oxygen,r0855,-19.7375,-3.74346e-12,37.591
104,6,zone_3,glucose,r1032,-9.08228,4.11793e-12,4.94826
104,6,zone_3,oxygen,r0855,-19.7164,-3.74346e-12,34.7629
104,6,zone_3,glucose,r1032,-9.08228,4.11793e-12,4.94826
104,6,zone_3,oxygen,r0855,-19.7164,-3.74346e-12,34.7629
104,3,zone_2,glucose,r1032,-9.08228,4.11793e-12,4.94826
104,3,zone_2,oxygen,r0855,-19.7345,-3.74346e-12,37.1582
104,3,zone_2,glucose,r1032,-9.08228,4.11793e-12,4.94826
104,3,zone_2,oxygen,r0855,-19.7345,-3.74346e-12,37.1582
104,7,zone_3,glucose,r1032,-9.08228,4.11793e-12,4.94826
104,7,zone_3,oxygen,r0855,-19.7148,-3.74346e-12,34.5573
104,7,zone_3,glucose,r1032,-9.08228,4.11793e-12,4.94826
104,7,zone_3,oxygen,r0855,-19.7148,-3.74346e-12,34.5573
106,0,zone_1,glucose,r1032,-9.08211,4.11793e-12,4.94727
106,0,zone_1,oxygen,r0855,-19.737,-3.74346e-12,37.517
106,0,zone_1,glucose,r1032,-9.08211,4.11793e-12,4.94727
106,0,zone_1,oxygen,r0855,-19.737,-3.74346e-12,37.517
106,8,zone_3,glucose,r1032,-9.08211,4.11793e-12,4.94727
106,8,zone_3,oxygen,r0855,-19.7129,-3.74346e-12,34.3341
106,8,zone_3,glucose,r1032,-9.08211,4.11793e-12,4.94727
106,8,zone_3,oxygen,r0855,-19.7129,-3.74346e-12,34.3341
106,4,zone_2,glucose,r1032,-9.08211,4.11793e-12,4.94727
106,4,zone_2,oxygen,r0855,-19.7334,-3.74346e-12,37.0144
106,4,zone_2,glucose,r1032,-9.08211,4.11793e-12,4.94727
106,4,zone_2,oxygen,r0855,-19.7334,-3.74346e-12,37.0144
106,1,zone_1,glucose,r1032,-9.08211,4.11793e-12,4.94727
106,1,zone_1,oxygen,r0855,-19.737,-3.74346e-12,37.517
106,1,zone_1,glucose,r1032,-9.08211,4.11793e-12,4.94727
106,1,zone_1,oxygen,r0855,-19.737,-3.74346e-12,37.517
106,5,zone_2,glucose,r1032,-9.08211,4.11793e-12,4.94727
106,5,zone_2,oxygen,r0855,-19.7332,-3.74346e-12,36.9773
106,5,zone_2,glucose,r1032,-9.08211,4.11793e-12,4.94727
106,5,zone_2,oxygen,r0855,-19.7332,-3.74346e-12,36.9773
106,2,zone_1,glucose,r1032,-9.08211,4.11793e-12,4.94727
106,2,zone_1,oxygen,r0855,-19.7368,-3.74346e-12,37.4874
106,2,zone_1,glucose,r1032,-9.08211,4.11793e-12,4.94727
106,2,zone_1,oxygen,r0855,-19.7368,-3.74346e-12,37.4874
106,6,zone_3,glucose,r1032,-9.08211,4.11793e-12,4.94727
106,6,zone_3,oxygen,r0855,-19.7158,-3.74346e-12,34.6834
106,6,zone_3,glucose,r1032,-9.08211,4.11793e-12,4.94727
106,6,zone_3,oxygen,r0855,-19.7158,-3.74346e-12,34.6834
106,3,zone_2,glucose,r1032,-9.08211,4.11793e-12,4.94727
106,3,zone_2,oxygen,r0855,-19.7338,-3.74346e-12,37.0605
106,3,zone_2,glucose,r1032,-9.08211,4.11793e-12,4.94727
106,3,zone_2,oxygen,r0855,-19.7338,-3.74346e-12,37.0605
106,7,zone_3,glucose,r1032,-9.08211,4.11793e-12,4.94727
106,7,zone_3,oxygen,r0855,-19.7141,-3.74346e-12,34.4786
106,7,zone_3,glucose,r1032,-9.08211,4.11793e-12,4.94727
106,7,zone_3,oxygen,r0855,-19.7141,-3.74346e-12,34.4786
108,4,zone_2,glucose,r1032,-9.08194,4.11793e-12,4.94629
108,4,zone_2,oxygen,r0855,-19.7327,-3.74346e-12,36.9172
108,4,zone_2,glucose,r1032,-9.08194,4.11793e-12,4.94629
108,4,zone_2,oxygen,r0855,-19.7327,-3.74346e-12,36.9172
108,0,zone_1,glucose,r1032,-9.08194,4.11793e-12,4.94629
108,0,zone_1,oxygen,r0855,-19.7362,-3.74346e-12,37.413
108,0,zone_1,glucose,r1032,-9.08194,4.11793e-12,4.94629
108,0,zone_1,oxygen,r0855,-19.7362,-3.74346e-12,37.413
108,8,zone_3,glucose,r1032,-9.08194,4.11793e-12,4.94629
108,8,zone_3,oxygen,r0855,-19.7123,-3.74346e-12,34.2544
108,8,zone_3,glucose,r1032,-9.08194,4.11793e-12,4.94629
108,8,zone_3,oxygen,r0855,-19.7123,-3.74346e-12,34.2544
108,1,zone_1,glucose,r1032,-9.08194,4.11793e-12,4.94629
108,1,zone_1,oxygen,r0855,-19.7362,-3.74346e-12,37.413
