x,y,z,cell_type,volume
-42.667558181741406,-21.031776369885588,-90.58763975100052,MCF7_core,3350.151846584962
-42.667558181741406,-4.206355273977131,-90.58763975100052,MCF7_core,3660.1525861899663
-42.667558181741406,12.619065821931326,-90.58763975100052,MCF7_core,2769.4809469917845
-42.667558181741406,29.444486917839782,-90.58763975100052,MCF7_core,3233.6990157592263
-28.096316083314075,-29.444486917839818,-90.58763975100052,MCF7_core,3251.117261830551
-28.096316083314075,-12.61906582193136,-90.58763975100052,MCF7_core,3305.3782627523115
-28.096316083314075,4.206355273977097,-90.58763975100052,MCF7_core,2549.7823315861697
-28.096316083314075,21.031776369885556,-90.58763975100052,MCF7_core,3017.8585275690125
-28.096316083314075,37.85719746579401,-90.58763975100052,MCF7_core,3487.1945203046744
-13.525073984886742,-37.857197465794044,-90.58763975100052,MCF7_core,3653.9738262368173
-13.525073984886742,-21.031776369885588,-90.58763975100052,MCF7_core,3204.701652008728
-13.525073984886742,-4.206355273977131,-90.58763975100052,MCF7_core,3647.784585446083
-13.525073984886742,12.619065821931326,-90.58763975100052,MCF7_core,3329.765729825606
-13.525073984886742,29.444486917839782,-90.58763975100052,MCF7_core,2552.983340430522
-13.525073984886742,46.269908013748235,-90.58763975100052,MCF7_core,3566.6943304234987
1.046168113540591,-46.26990801374827,-90.58763975100052,MCF7_core,2897.483732886334
1.046168113540591,-29.444486917839818,-90.58763975100052,MCF7_core,3173.1359894333636
1.046168113540591,-12.61906582193136,-90.58763975100052,MCF7_core,3381.4481138912674
1.046168113540591,4.206355273977097,-90.58763975100052,MCF7_core,3030.923380592576
1.046168113540591,21.031776369885556,-90.58763975100052,MCF7_core,3428.884124607234
1.046168113540591,37.85719746579401,-90.58763975100052,MCF7_core,2626.216243825761
15.617410211967922,-37.857197465794044,-90.58763975100052,MCF7_core,3734.114096119273
15.617410211967922,-21.031776369885588,-90.58763975100052,MCF7_core,3428.907578660915
15.617410211967922,-4.206355273977131,-90.58763975100052,MCF7_core,2589.970494104516
15.617410211967922,12.619065821931326,-90.58763975100052,MCF7_core,2569.1833051366743
15.617410211967922,29.444486917839782,-90.58763975100052,MCF7_core,2667.293415100224
15.617410211967922,46.269908013748235,-90.58763975100052,MCF7_core,3712.9069704498074
30.188652310395252,-29.444486917839818,-90.58763975100052,MCF7_core,3276.607043240665
30.188652310395252,-12.61906582193136,-90.58763975100052,MCF7_core,2961.070436269486
30.188652310395252,4.206355273977097,-90.58763975100052,MCF7_core,2624.159928805963
30.188652310395252,21.031776369885556,-90.58763975100052,MCF7_core,3647.541030064279
30.188652310395252,37.85719746579401,-90.58763975100052,MCF7_core,2575.9079353875936
