x,y,z,cell_type,volume
-23.285955367366693,-16.825421095908453,-27.492310641343806,MCF7_core,3722.1853951256558
-23.285955367366693,1.7763568394002505e-15,-27.492310641343806,MCF7_core,3226.4474913444087
-23.285955367366693,16.82542109590846,-27.492310641343806,MCF7_core,2668.2851255729574
-8.71471326893936,-25.238131643862683,-27.492310641343806,MCF7_core,2914.9727393576395
-8.71471326893936,-8.412710547954227,-27.492310641343806,MCF7_core,3035.6031608567537
-8.71471326893936,8.41271054795423,-27.492310641343806,MCF7_core,2804.647879790042
-8.71471326893936,25.238131643862687,-27.492310641343806,MCF7_core,3259.9794521982863
5.856528829487972,-16.825421095908453,-27.492310641343806,MCF7_core,2846.4560044507234
5.856528829487972,1.7763568394002505e-15,-27.492310641343806,MCF7_core,3080.57892174309
5.856528829487972,16.82542109590846,-27.492310641343806,MCF7_core,3598.898238173854
20.4277709279153,-8.412710547954227,-27.492310641343806,MCF7_core,2726.986586838266
20.4277709279153,8.41271054795423,-27.492310641343806,MCF7_core,2910.8479036478834
-27.492310641343806,-16.825421095908453,-12.921068542916474,MCF7_core,3171.119034530315
-27.492310641343806,1.7763568394002505e-15,-12.921068542916474,MCF7_core,2753.703791542609
-27.492310641343806,16.82542109590846,-12.921068542916474,MCF7_core,2503.0796239315932
-12.921068542916474,-25.238131643862683,-12.921068542916474,MCF7_core,3168.498964400116
-12.921068542916474,-8.412710547954227,-12.921068542916474,MCF7_core,3123.8751514587752
-12.921068542916474,8.41271054795423,-12.921068542916474,MCF7_core,3381.213300009907
-12.921068542916474,25.238131643862687,-12.921068542916474,MCF7_core,3106.8475620282593
1.6501735555108574,-33.65084219181691,-12.921068542916474,MCF7_core,2536.1331057208636
1.6501735555108574,-16.825421095908453,-12.921068542916474,MCF7_core,2695.9481746662454
1.6501735555108574,1.7763568394002505e-15,-12.921068542916474,MCF7_core,3246.5643999204967
1.6501735555108574,16.82542109590846,-12.921068542916474,MCF7_core,3570.7406594575095
1.6501735555108574,33.65084219181691,-12.921068542916474,MCF7_core,3023.964436194096
16.221415653938188,-25.238131643862683,-12.921068542916474,MCF7_core,3240.963613098528
16.221415653938188,-8.412710547954227,-12.921068542916474,MCF7_core,2500.0071370012865
16.221415653938188,8.41271054795423,-12.921068542916474,MCF7_core,3340.897868376471
16.221415653938188,25.238131643862687,-12.921068542916474,MCF7_core,3138.7216150850304
30.79265775236552,-16.825421095908453,-12.921068542916474,MCF7_core,3583.2867351331524
30.79265775236552,1.7763568394002505e-15,-12.921068542916474,MCF7_core,2621.2369389640653
30.79265775236552,16.82542109590846,-12.921068542916474,MCF7_core,3520.4198483480423
-37.85719746579402,-8.412710547954227,1.6501735555108574,MCF7_core,2896.195037395207
-37.85719746579402,8.41271054795423,1.6501735555108574,MCF7_core,3168.7800784238707
-23.285955367366693,-33.65084219181691,1.6501735555108574,MCF7_core,3439.0178363279138
-23.285955367366693,-16.825421095908453,1.6501735555108574,MCF7_core,3617.606181936987
-23.285955367366693,1.7763568394002505e-15,1.6501735555108574,MCF7_core,2987.6012439628303
-23.285955367366693,16.82542109590846,1.6501735555108574,MCF7_core,3059.426566498334
-23.285955367366693,33.65084219181691,1.6501735555108574,MCF7_core,2521.6490270012173
-8.71471326893936,-25.238131643862683,1.6501735555108574,MCF7_core,3507.4842176577936
-8.71471326893936,-8.412710547954227,1.6501735555108574,MCF7_core,2847.506804331368
-8.71471326893936,8.41271054795423,1.6501735555108574,MCF7_core,3504.898339734247
-8.71471326893936,25.238131643862687,1.6501735555108574,MCF7_core,3323.8361894003356
5.856528829487972,-33.65084219181691,1.6501735555108574,MCF7_core,3171.591584257272
5.856528829487972,-16.825421095908453,1.6501735555108574,MCF7_core,3666.4923171795385
5.856528829487972,1.7763568394002505e-15,1.6501735555108574,MCF7_core,2591.90282229663
5.856528829487972,16.82542109590846,1.6501735555108574,MCF7_core,2979.950312427014
5.856528829487972,33.65084219181691,1.6501735555108574,MCF7_core,2850.7838837587797
20.4277709279153,-25.238131643862683,1.6501735555108574,MCF7_core,3402.865384489044
20.4277709279153,-8.412710547954227,1.6501735555108574,MCF7_core,2565.992247410307
20.4277709279153,8.41271054795423,1.6501735555108574,MCF7_core,3210.821952155508
20.4277709279153,25.238131643862687,1.6501735555108574,MCF7_core,3141.6067877795012
34.99901302634264,-16.825421095908453,1.6501735555108574,MCF7_core,2625.6281622159822
34.99901302634264,1.7763568394002505e-15,1.6501735555108574,MCF7_core,3669.594965205794
34.99901302634264,16.82542109590846,1.6501735555108574,MCF7_core,2767.240295810931
-27.492310641343806,-16.825421095908453,16.221415653938188,MCF7_core,3267.5655013651185
-27.492310641343806,1.7763568394002505e-15,16.221415653938188,MCF7_core,2715.715381738255
-27.492310641343806,16.82542109590846,16.221415653938188,MCF7_core,3706.087750983399
-12.921068542916474,-25.238131643862683,16.221415653938188,MCF7_core,3534.439063371139
-12.921068542916474,-8.412710547954227,16.221415653938188,MCF7_core,2760.883763928434
-12.921068542916474,8.41271054795423,16.221415653938188,MCF7_core,3021.3802550604682
-12.921068542916474,25.238131643862687,16.221415653938188,MCF7_core,2995.397378246226
1.6501735555108574,-33.65084219181691,16.221415653938188,MCF7_core,3673.726704648563
1.6501735555108574,-16.825421095908453,16.221415653938188,MCF7_core,2847.964228226042
1.6501735555108574,1.7763568394002505e-15,16.221415653938188,MCF7_core,2517.879899682109
1.6501735555108574,16.82542109590846,16.221415653938188,MCF7_core,3675.1523052989214
1.6501735555108574,33.65084219181691,16.221415653938188,MCF7_core,2607.3175001747422
16.221415653938188,-25.238131643862683,16.221415653938188,MCF7_core,3076.8496876559443
