x,y,z,cell_type,volume
-42.667558181741406,-21.031776369885588,-90.58763975100052,MCF7_core,2836.182134855978
-42.667558181741406,-4.206355273977131,-90.58763975100052,MCF7_core,3082.4483886703656
-42.667558181741406,12.619065821931326,-90.58763975100052,MCF7_core,3272.955926701592
-42.667558181741406,29.444486917839782,-90.58763975100052,MCF7_core,3628.3593145936647
-28.096316083314075,-29.444486917839818,-90.58763975100052,MCF7_core,2913.148215145234
-28.096316083314075,-12.61906582193136,-90.58763975100052,MCF7_core,3092.758588890359
-28.096316083314075,4.206355273977097,-90.58763975100052,MCF7_core,3148.0079877891285
-28.096316083314075,21.031776369885556,-90.58763975100052,MCF7_core,3036.539578008655
-28.096316083314075,37.85719746579401,-90.58763975100052,MCF7_core,2597.8220500786915
-13.525073984886742,-37.857197465794044,-90.58763975100052,MCF7_core,3469.900676458883
-13.525073984886742,-21.031776369885588,-90.58763975100052,MCF7_core,3635.8526998040343
-13.525073984886742,-4.206355273977131,-90.58763975100052,MCF7_core,3237.4039566177307
-13.525073984886742,12.619065821931326,-90.58763975100052,MCF7_core,2867.521580491643
-13.525073984886742,29.444486917839782,-90.58763975100052,MCF7_core,2968.085767134079
-13.525073984886742,46.269908013748235,-90.58763975100052,MCF7_core,3212.147346329134
1.046168113540591,-46.26990801374827,-90.58763975100052,MCF7_core,3632.8659195941336
1.046168113540591,-29.444486917839818,-90.58763975100052,MCF7_core,3126.7438187912876
1.046168113540591,-12.61906582193136,-90.58763975100052,MCF7_core,3714.591035822853
1.046168113540591,4.206355273977097,-90.58763975100052,MCF7_core,3621.7084196890214
1.046168113540591,21.031776369885556,-90.58763975100052,MCF7_core,3101.299302056673
1.046168113540591,37.85719746579401,-90.58763975100052,MCF7_core,2581.985358958081
15.617410211967922,-37.857197465794044,-90.58763975100052,MCF7_core,2506.072955304184
15.617410211967922,-21.031776369885588,-90.58763975100052,MCF7_core,2499.8596615931683
15.617410211967922,-4.206355273977131,-90.58763975100052,MCF7_core,2779.073560707071
15.617410211967922,12.619065821931326,-90.58763975100052,MCF7_core,3628.068315521613
15.617410211967922,29.444486917839782,-90.58763975100052,MCF7_core,2887.2379577897887
15.617410211967922,46.269908013748235,-90.58763975100052,MCF7_core,3360.4152214862956
30.188652310395252,-29.444486917839818,-90.58763975100052,MCF7_core,2626.836327514041
30.188652310395252,-12.61906582193136,-90.58763975100052,MCF7_core,3521.142195824205
30.188652310395252,4.206355273977097,-90.58763975100052,MCF7_core,3354.593420774343
30.188652310395252,21.031776369885556,-90.58763975100052,MCF7_core,3272.115108062392
30.188652310395252,37.85719746579401,-90.58763975100052,MCF7_core,2635.622581256636
44.75989440882259,-21.031776369885588,-90.58763975100052,MCF7_core,3075.006101379983
44.75989440882259,-4.206355273977131,-90.58763975100052,MCF7_core,3622.17803253518
44.75989440882259,12.619065821931326,-90.58763975100052,MCF7_core,3099.7252561991277
-61.445155554145856,-29.444486917839818,-76.01639765257319,MCF7_core,2844.2297091073115
-61.445155554145856,-12.61906582193136,-76.01639765257319,MCF7_core,3615.5074284902457
-61.445155554145856,4.206355273977097,-76.01639765257319,MCF7_core,2608.0737687737474
-61.445155554145856,21.031776369885556,-76.01639765257319,MCF7_core,2726.1022419115316
-61.445155554145856,37.85719746579401,-76.01639765257319,MCF7_core,2931.3207290102287
-46.87391345571852,-54.6826185617025,-76.01639765257319,MCF7_core,2854.6594875577694
-46.87391345571852,-37.857197465794044,-76.01639765257319,MCF7_core,3598.0040747907824
-46.87391345571852,-21.031776369885588,-76.01639765257319,MCF7_core,3052.6490398079154
-46.87391345571852,-4.206355273977131,-76.01639765257319,MCF7_core,3043.729824494787
-46.87391345571852,12.619065821931326,-76.01639765257319,MCF7_core,2822.0702589008797
-46.87391345571852,29.444486917839782,-76.01639765257319,MCF7_core,3194.5245868822667
-46.87391345571852,46.269908013748235,-76.01639765257319,MCF7_core,3273.685297963694
-32.30267135729119,-63.095329109656724,-76.01639765257319,MCF7_core,2986.0640042104465
-32.30267135729119,-46.26990801374827,-76.01639765257319,MCF7_core,3488.357501747537
-32.30267135729119,-29.444486917839818,-76.01639765257319,MCF7_core,3463.928944909726
-32.30267135729119,-12.61906582193136,-76.01639765257319,MCF7_core,3120.685589168085
-32.30267135729119,4.206355273977097,-76.01639765257319,MCF7_core,3320.636795576487
-32.30267135729119,21.031776369885556,-76.01639765257319,MCF7_core,2906.174342962249
-32.30267135729119,37.85719746579401,-76.01639765257319,MCF7_core,3678.1340921754936
-32.30267135729119,54.68261856170246,-76.01639765257319,MCF7_core,3670.012265057878
-17.731429258863855,-54.6826185617025,-76.01639765257319,MCF7_core,3421.0005648008278
-17.731429258863855,-37.857197465794044,-76.01639765257319,MCF7_core,3436.846457652355
-17.731429258863855,-21.031776369885588,-76.01639765257319,MCF7_core,2525.9979198268416
-17.731429258863855,-4.206355273977131,-76.01639765257319,MCF7_core,3162.149684177178
-17.731429258863855,12.619065821931326,-76.01639765257319,MCF7_core,2872.744942357598
-17.731429258863855,29.444486917839782,-76.01639765257319,MCF7_core,3390.2170515548005
-17.731429258863855,46.269908013748235,-76.01639765257319,MCF7_core,2611.140488362051
-17.731429258863855,63.09532910965669,-76.01639765257319,MCF7_core,3535.4268986988454
-3.1601871604365233,-63.095329109656724,-76.01639765257319,MCF7_core,3357.465116364574
-3.1601871604365233,-46.26990801374827,-76.01639765257319,MCF7_core,2505.4767204691943
-3.1601871604365233,-29.444486917839818,-76.01639765257319,MCF7_core,2928.126039506178
-3.1601871604365233,-12.61906582193136,-76.01639765257319,MCF7_core,2767.5735444007364
-3.1601871604365233,4.206355273977097,-76.01639765257319,MCF7_core,2849.7014987912303
-3.1601871604365233,21.031776369885556,-76.01639765257319,MCF7_core,2891.972304566278
-3.1601871604365233,37.85719746579401,-76.01639765257319,MCF7_core,3276.8945570527044
-3.1601871604365233,54.68261856170246,-76.01639765257319,MCF7_core,3435.6255245725024
-3.1601871604365233,71.50803965761092,-76.01639765257319,MCF7_core,2577.048271152708
11.411054937990809,-71.50803965761095,-76.01639765257319,MCF7_core,3569.0466485541097
11.411054937990809,-54.6826185617025,-76.01639765257319,MCF7_core,3291.1818730536943
11.411054937990809,-37.857197465794044,-76.01639765257319,MCF7_core,3708.0240741044818
11.411054937990809,-21.031776369885588,-76.01639765257319,MCF7_core,3704.762368780025
11.411054937990809,-4.206355273977131,-76.01639765257319,MCF7_core,3117.527976732007
11.411054937990809,12.619065821931326,-76.01639765257319,MCF7_core,2682.261293435241
11.411054937990809,29.444486917839782,-76.01639765257319,MCF7_core,3532.19502527405
